JAC,S5,2018,WKL253,Amarillo,793263892
BMW,X4 M,2009,HWV233,Blanco,576336194
Mercedes-Benz,AMG GLC 46,2021,ACB702,Gris,1150707168
Citroen,C6,2012,PDT830,Verde,91221923
JMC,CPR 4.8,2014,IFB596,Negro,293633570
Subaru,Legacy,2014,TFZ696,Rojo,550628963
Peugeot,Allure,2008,LMY298,Blanco,814950256
Honda,CRV,2014,KGW525,Azul,265836316
Hino,Dutro Pro,2018,NRD093,Negro,864490967
Renault,Logan,2023,HAM267,Cafe,231151229
Renault,Sandero,2020,AQY951,Amarillo,984238878
Toyota,Corolla,2023,NXV542,Blanco,593664885
Toyota,Prado,2015,CUU961,Gris,1170516616
Chevrolet,Tracker,2008,MQO917,Verde,685058007
Chevrolet,Onix,2021,QMY704,Negro,948683007
Mazda,7,2010,SDL122,Rojo,852636415
Kia,Seltos,2016,BWU240,Blanco,930146290
Suzuki,Swift,2023,CET710,Azul,1019776699
Nissan,Tida,2016,AOV482,Negro,793919373
Volkswagen,Cross,2010,TZB346,Cafe,1117169327
Ford,Fiesta,2019,GOW858,Amarillo,135901247
Foton,FHR XL,2008,AIL030,Blanco,185050862
Hyundai,Tucson,2012,OBP319,Gris,602668934
JAC,T8 Pro,2013,WMY207,Verde,1015937777
BMW,X6 M60i,2022,NWZ639,Negro,268971741
Mercedes-Benz,GLC 350e,2016,ZJX088,Rojo,390591380
Citroen,C-elysee,2023,YPN782,Blanco,952459461
JMC,CHR 3.6,2017,OHS862,Azul,932174259
Subaru,Evoltis,2006,LEU302,Negro,754640009
Peugeot,3012,2020,WPR347,Cafe,963302051
Honda,Civic,2007,AXR163,Amarillo,916519738
Hino,GH8J,2006,NUD967,Blanco,994450539
Renault,Duster,2018,KOE572,Gris,620984754
Renault,KWID,2013,SDB508,Verde,471493589
Toyota,4Runner,2017,HPY520,Negro,338649702
Toyota,Hilux,2013,AYL401,Rojo,635242955
Chevrolet,Captiva,2014,BQC759,Blanco,43864780
Chevrolet,Joy,2021,DWM09,Azul,215849773
Mazda,CX-34,2019,MPR275,Negro,775481676
Kia,Picanto,2010,DDH990,Cafe,897299877
Suzuki,Derco,2008,ECB044,Amarillo,726864596
Nissan,Murano,2008,XON936,Blanco,619424670
Volkswagen,Gol,2019,DZI696,Gris,66708689
Ford,Escape,2008,KMI306,Verde,1148996106
Foton,FKR CUMMINS,2014,YBG854,Negro,224121147
Hyundai,Accent,2010,ZHS529,Rojo,450748883
JAC,S6,2011,YYW497,Blanco,644542268
BMW,X4 M,2013,VCQ235,Azul,750646014
Mercedes-Benz,AMG GLC 47,2012,FDI324,Negro,263110636
Citroen,C7,2020,HPD169,Cafe,937607207
JMC,CPR 4.9,2007,JKB225,Amarillo,217292365
Subaru,Legacy,2005,PPI020,Blanco,1127090534
Peugeot,Allure,2022,RVO247,Gris,98116911
Honda,CRV,2010,KUW815,Verde,615826127
Hino,Dutro Pro,2007,VLA021,Negro,518754227
Renault,Logan,2022,ASR02,Rojo,56554674
Renault,Sandero,2013,FSP716,Blanco,372019228
Toyota,Corolla,2013,LBY254,Azul,509630522
Toyota,Prado,2013,ENQ784,Negro,227851732
Chevrolet,Tracker,2007,JWR770,Cafe,1133711327
Chevrolet,Onix,2007,UYP832,Amarillo,255355614
Mazda,8,2022,SDG140,Blanco,731954798
Kia,Seltos,2022,UGB137,Gris,920810497
Suzuki,Swift,2021,UQT324,Verde,1182683965
Nissan,Tida,2013,TME133,Negro,473380300
Volkswagen,Cross,2008,KER925,Rojo,669570748
Ford,Fiesta,2005,VCS836,Blanco,89595622
Foton,FHR XL,2007,PSB165,Azul,723450009
Hyundai,Tucson,2014,OHT818,Negro,485452467
JAC,T8 Pro,2009,JCG229,Cafe,115591531
BMW,X6 M60i,2023,ENW173,Amarillo,415625352
Mercedes-Benz,GLC 350e,2017,UFX869,Blanco,1099825194
Citroen,C-elysee,2014,QMG841,Gris,172584374
JMC,CHR 3.7,2012,VFE081,Verde,868849273
Subaru,Evoltis,2012,LXJ136,Negro,1142080127
Peugeot,3013,2021,XKC434,Rojo,357635528
Honda,Civic,2019,FBX678,Blanco,941455591
Hino,GH8J,2006,ZQM878,Azul,628174853
Renault,Duster,2008,MJG661,Negro,374680627
Renault,KWID,2020,ZLU956,Cafe,214147393
Toyota,4Runner,2008,CJH256,Amarillo,675680883
Toyota,Hilux,2012,FGP569,Blanco,610660247
Chevrolet,Captiva,2016,SPT392,Gris,1100101457
Chevrolet,Joy,2012,TCS212,Verde,327626608
Mazda,CX-35,2017,SSZ245,Negro,118820074
Kia,Picanto,2012,WXQ967,Rojo,183203126
Suzuki,Derco,2015,VON165,Blanco,1179229640
Nissan,Murano,2020,VNG680,Azul,1106109210
Volkswagen,Gol,2007,IHS307,Negro,1049075472
Ford,Escape,2015,LGY663,Cafe,357069639
Foton,FKR CUMMINS,2016,VUI798,Amarillo,232502563
Hyundai,Accent,2005,LYP794,Blanco,322009315
JAC,S7,2015,HZP713,Gris,835427244
BMW,X4 M,2005,TTG890,Verde,679005925
Mercedes-Benz,AMG GLC 48,2011,KZR937,Negro,1053407660
Citroen,C8,2014,UWX087,Rojo,514191716
JMC,CPR 4.10,2014,RLU478,Blanco,643442933
Subaru,Legacy,2009,QIR698,Azul,513429204
Peugeot,Allure,2005,OBI689,Negro,743680970
Honda,CRV,2005,RZX366,Cafe,535686618
Hino,Dutro Pro,2007,QMW967,Amarillo,928819646
Renault,Logan,2010,NQP919,Blanco,83810748
Renault,Sandero,2018,MEL550,Gris,407103265
Toyota,Corolla,2011,JLQ734,Verde,1175363668
Toyota,Prado,2006,CGV563,Negro,768953551
Chevrolet,Tracker,2014,LWJ595,Rojo,406950900
Chevrolet,Onix,2014,BUQ902,Blanco,423358496
Mazda,9,2018,ICW973,Azul,316499587
Kia,Seltos,2012,IJZ854,Negro,577610355
Suzuki,Swift,2006,JOT901,Cafe,358822126
Nissan,Tida,2022,GGH756,Amarillo,393622445
Volkswagen,Cross,2023,CZS187,Blanco,396107967
Ford,Fiesta,2023,DJO968,Gris,1036755235
Foton,FHR XL,2013,XDZ752,Verde,217204245
Hyundai,Tucson,2013,JIY689,Negro,879745958
JAC,T8 Pro,2023,ZOE495,Rojo,666953042
BMW,X6 M60i,2010,BZF866,Blanco,1123901716
Mercedes-Benz,GLC 350e,2008,CQM179,Azul,1027810262
Citroen,C-elysee,2022,CQK924,Negro,162530587
JMC,CHR 3.8,2006,YEI273,Cafe,1156988486
Subaru,Evoltis,2013,JBZ601,Amarillo,1019569157
Peugeot,3014,2016,WWW874,Blanco,927316374
Honda,Civic,2016,ZFC574,Gris,448317878
Hino,GH8J,2009,KAN906,Verde,905316281
Renault,Duster,2011,UES707,Negro,205587493
Renault,KWID,2014,BNU926,Rojo,722249900
Toyota,4Runner,2006,XLJ737,Blanco,974958722
Toyota,Hilux,2023,DLS378,Azul,746536148
Chevrolet,Captiva,2023,JIC795,Negro,677849301
Chevrolet,Joy,2013,TKM658,Cafe,677422047
Mazda,CX-36,2014,VDO778,Amarillo,1147618112
Kia,Picanto,2017,HIU693,Blanco,647728459
Suzuki,Derco,2021,QEI510,Gris,1021454104
Nissan,Murano,2006,ZBU354,Verde,1045451451
Volkswagen,Gol,2018,QDB059,Negro,280044484
Ford,Escape,2011,KQD869,Rojo,771143587
Foton,FKR CUMMINS,2020,VKV613,Blanco,737839808
Hyundai,Accent,2008,KMA859,Azul,800209182
JAC,S8,2019,TAZ224,Negro,305411924
BMW,X4 M,2005,HMQ802,Cafe,520491253
Mercedes-Benz,AMG GLC 49,2017,YYM801,Amarillo,56244382
Citroen,C9,2012,JHB818,Blanco,250904198
JMC,CPR 4.11,2009,ZAC739,Gris,1100558796
Subaru,Legacy,2023,MAT448,Verde,438042322
Peugeot,Allure,2013,ENU312,Negro,1080345617
Honda,CRV,2018,UOO637,Rojo,409402714
Hino,Dutro Pro,2007,QTP766,Blanco,701943506
Renault,Logan,2023,GPW505,Azul,908015534
Renault,Sandero,2012,VYC347,Negro,416197651
Toyota,Corolla,2015,RTM598,Cafe,998719075
Toyota,Prado,2009,PQN139,Amarillo,922195982
Chevrolet,Tracker,2015,GQM328,Blanco,450425007
Chevrolet,Onix,2017,FPL660,Gris,111795912
Mazda,10,2020,IJW782,Verde,947215839
Kia,Seltos,2022,KUX280,Negro,678302469
Suzuki,Swift,2021,DPT151,Rojo,872904834
Nissan,Tida,2007,VYK585,Blanco,238797355
Volkswagen,Cross,2023,DTN806,Azul,1179780097
Ford,Fiesta,2006,DMA479,Negro,131650806
Foton,FHR XL,2010,RUF215,Cafe,963698181
Hyundai,Tucson,2016,KUZ477,Amarillo,383555252
JAC,T8 Pro,2017,PYG510,Blanco,660012945
BMW,X6 M60i,2006,JQQ301,Gris,1136713147
Mercedes-Benz,GLC 350e,2012,SVK285,Verde,953128959
Citroen,C-elysee,2007,SJJ374,Negro,1062707532
JMC,CHR 3.9,2023,UBZ437,Rojo,1172242839
Subaru,Evoltis,2007,WOP786,Blanco,1054563690
Peugeot,3015,2016,MGV485,Azul,1154928346
Honda,Civic,2017,KMH215,Negro,1198251462
Hino,GH8J,2011,JZG058,Cafe,719746527
Renault,Duster,2007,DMP271,Amarillo,1122679201
Renault,KWID,2022,LUW032,Blanco,1047450812
Toyota,4Runner,2014,HZJ510,Gris,721719232
Toyota,Hilux,2022,ECF280,Verde,232659307
Chevrolet,Captiva,2008,HPR720,Negro,382708160
Chevrolet,Joy,2013,SRO692,Rojo,419150153
Mazda,CX-37,2021,GEP067,Blanco,121822059
Kia,Picanto,2022,KHE407,Azul,357064989
Suzuki,Derco,2014,HTH586,Negro,626379879
Nissan,Murano,2014,IYO436,Cafe,1031501222
Volkswagen,Gol,2008,ZEL485,Amarillo,810636990
Ford,Escape,2007,QPD054,Blanco,726386586
Foton,FKR CUMMINS,2018,NSB862,Gris,249525600
Hyundai,Accent,2011,GIM963,Verde,176103030
JAC,S9,2017,HUN112,Negro,164325046
BMW,X4 M,2007,IFN688,Rojo,499175950
Mercedes-Benz,AMG GLC 50,2022,FPC603,Blanco,358069764
Citroen,C10,2022,WZZ605,Azul,832936658
JMC,CPR 4.12,2018,ZOJ333,Negro,347822005
Subaru,Legacy,2013,YHC571,Cafe,50295331
Peugeot,Allure,2006,SSF925,Amarillo,426446804
Honda,CRV,2020,FNE498,Blanco,261691229
Hino,Dutro Pro,2009,LIX837,Gris,522525789
Renault,Logan,2011,UUZ131,Verde,1059826214
Renault,Sandero,2008,TZV845,Negro,100179269
Toyota,Corolla,2020,KSU080,Rojo,1167279952
Toyota,Prado,2013,TSA688,Blanco,798702113
Chevrolet,Tracker,2022,OBD420,Azul,189486665
Chevrolet,Onix,2011,YFE352,Negro,508245538
Mazda,11,2016,HNK995,Cafe,1126171979
Kia,Seltos,2011,DAC601,Amarillo,865752394
Suzuki,Swift,2018,CKG822,Blanco,522052856
Nissan,Tida,2015,GQC052,Gris,830201767
Volkswagen,Cross,2011,YYM121,Verde,889265814
Ford,Fiesta,2005,VRL139,Negro,531019433
Foton,FHR XL,2020,FQW476,Rojo,933172075
Hyundai,Tucson,2011,JOM931,Blanco,798433896
JAC,T8 Pro,2015,UCM456,Azul,155053498
BMW,X6 M60i,2021,HTT130,Negro,1170385463
Mercedes-Benz,GLC 350e,2010,QQQ342,Cafe,812420842
Citroen,C-elysee,2021,GGE220,Amarillo,141333629
JMC,CHR 3.10,2022,VAZ190,Blanco,1144824016
Subaru,Evoltis,2011,ZCF763,Gris,146127308
Peugeot,3016,2022,OJP484,Verde,274420453
Honda,Civic,2023,HOG673,Negro,839495323
Hino,GH8J,2013,AHM222,Rojo,125662695
Renault,Duster,2016,RNK037,Blanco,575586420
Renault,KWID,2016,GMZ159,Azul,934528929
Toyota,4Runner,2012,ZJW846,Negro,1115071659
Toyota,Hilux,2018,CNP352,Cafe,256201237
Chevrolet,Captiva,2007,LXH793,Amarillo,345109537
Chevrolet,Joy,2022,LOB511,Blanco,308581348
Mazda,CX-38,2011,ESH346,Gris,1041387537
Kia,Picanto,2014,CXS618,Verde,193327739
Suzuki,Derco,2014,GDY445,Negro,820939401
Nissan,Murano,2022,PAM152,Rojo,125560833
Volkswagen,Gol,2023,CJV834,Blanco,316044068
Ford,Escape,2019,NNE731,Azul,141771287
Foton,FKR CUMMINS,2020,AUN059,Negro,627997681
Hyundai,Accent,2023,AQR834,Cafe,1173969697
JAC,S10,2017,LZF283,Amarillo,773761400
BMW,X4 M,2021,BPB437,Blanco,581692234
Mercedes-Benz,AMG GLC 51,2016,JKU474,Gris,946775278
Citroen,C11,2010,ZWO841,Verde,807671473
JMC,CPR 4.13,2010,ZLD213,Negro,123198975
Subaru,Legacy,2021,CXD970,Rojo,1009737765
Peugeot,Allure,2017,TRT187,Blanco,895115693
Honda,CRV,2012,WLI994,Azul,535637862
Hino,Dutro Pro,2011,BAO387,Negro,888471590
Renault,Logan,2019,CDL721,Cafe,1026162045
Renault,Sandero,2011,MNJ493,Amarillo,83136685
Toyota,Corolla,2010,ZTA964,Blanco,874510693
Toyota,Prado,2013,GCY422,Gris,396090288
Chevrolet,Tracker,2009,WCJ753,Verde,1176601701
Chevrolet,Onix,2017,XTZ908,Negro,373834963
Mazda,12,2018,KTM602,Rojo,701805575
Kia,Seltos,2018,AXI970,Blanco,59902289
Suzuki,Swift,2013,NAJ648,Azul,348959417
Nissan,Tida,2018,AXE102,Negro,628782954
Volkswagen,Cross,2010,NIU304,Cafe,813918877
Ford,Fiesta,2015,KAC298,Amarillo,317809289
Foton,FHR XL,2008,EOK952,Blanco,135636618
Hyundai,Tucson,2014,QIR585,Gris,1110551264
JAC,T8 Pro,2006,AOX594,Verde,1041240236
BMW,X6 M60i,2016,EGQ311,Negro,445403716
Mercedes-Benz,GLC 350e,2015,RLC755,Rojo,886880854
Citroen,C-elysee,2009,KWJ131,Blanco,469855495
JMC,CHR 3.11,2017,ZJG434,Azul,904744522
Subaru,Evoltis,2016,TYM980,Negro,59305600
Peugeot,3017,2016,ERY736,Cafe,692341619
Honda,Civic,2020,WQH856,Amarillo,589761467
Hino,GH8J,2008,OAH603,Blanco,180191761
Renault,Duster,2011,TYS704,Gris,1131534229
Renault,KWID,2020,JKH637,Verde,951135423
Toyota,4Runner,2023,ZBY634,Negro,484779491
Toyota,Hilux,2022,IYM859,Rojo,602690409
Chevrolet,Captiva,2007,NVX520,Blanco,399396216
Chevrolet,Joy,2009,TRI597,Azul,92876793
Mazda,CX-39,2014,NNV696,Negro,944336208
Kia,Picanto,2008,NVT685,Cafe,916919754
Suzuki,Derco,2008,JES797,Amarillo,470077810
Nissan,Murano,2008,FDL070,Blanco,383860446
Volkswagen,Gol,2023,COH06,Gris,1117026574
Ford,Escape,2008,PRH063,Verde,60710367
Foton,FKR CUMMINS,2021,RMG376,Negro,211793915
Hyundai,Accent,2005,BXZ935,Rojo,950132165
JAC,S11,2015,DTG792,Blanco,512600733
BMW,X4 M,2016,FDB099,Azul,995902268
Mercedes-Benz,AMG GLC 52,2012,UEZ531,Negro,1063221792
Citroen,C12,2016,WMS045,Cafe,911886090
JMC,CPR 4.14,2016,FQU219,Amarillo,303882722
Subaru,Legacy,2019,DWM833,Blanco,530757189
Peugeot,Allure,2018,SQB795,Gris,173301411
Honda,CRV,2008,TZY686,Verde,175537244
Hino,Dutro Pro,2010,UNU619,Negro,117393117
Renault,Logan,2022,EAD233,Rojo,631797734
Renault,Sandero,2014,NQQ485,Blanco,669619800
Toyota,Corolla,2023,HAD560,Azul,820366158
Toyota,Prado,2006,AQU137,Negro,112557519
Chevrolet,Tracker,2018,HOB087,Cafe,955231095
Chevrolet,Onix,2021,CJN555,Amarillo,399288617
Mazda,13,2023,AAG186,Blanco,802870774
Kia,Seltos,2016,KXB603,Gris,1042492186
Suzuki,Swift,2022,NLQ501,Verde,599500155
Nissan,Tida,2010,JAA229,Negro,1111572236
Volkswagen,Cross,2017,NDF915,Rojo,498376643
Ford,Fiesta,2016,UNT731,Blanco,294063048
Foton,FHR XL,2005,XGC712,Azul,199413836
Hyundai,Tucson,2020,HQV986,Negro,188607549
JAC,T8 Pro,2015,AAY012,Cafe,432939511
BMW,X6 M60i,2021,VUR387,Amarillo,1047059106
Mercedes-Benz,GLC 350e,2016,JLH188,Blanco,951031808
Citroen,C-elysee,2022,MGE623,Gris,110416756
JMC,CHR 3.12,2011,BVU130,Verde,219031131
Subaru,Evoltis,2014,LND370,Negro,343494878
Peugeot,3018,2006,EZE049,Rojo,627528534
Honda,Civic,2012,FLM479,Blanco,108415278
Hino,GH8J,2022,WDP709,Azul,376936828
Renault,Duster,2021,YVM669,Negro,93672945
Renault,KWID,2014,NEG015,Cafe,1080756577
Toyota,4Runner,2005,TRU591,Amarillo,703311636
Toyota,Hilux,2014,DIQ765,Blanco,715346578
Chevrolet,Captiva,2007,XJL758,Gris,445205568
Chevrolet,Joy,2019,HTZ694,Verde,90174135
Mazda,CX-40,2010,LLM598,Negro,1090550853
Kia,Picanto,2023,NYN068,Rojo,820299758
Suzuki,Derco,2019,QTV932,Blanco,1097995297
Nissan,Murano,2020,TMU087,Azul,630441915
Volkswagen,Gol,2023,KVT691,Negro,677671905
Ford,Escape,2012,HXZ688,Cafe,125102397
Foton,FKR CUMMINS,2006,OPE092,Amarillo,989793519
Hyundai,Accent,2011,WIP476,Blanco,698124362
JAC,S12,2014,XJT110,Gris,703282708
BMW,X4 M,2016,VKF467,Verde,430217005
Mercedes-Benz,AMG GLC 53,2010,XOF015,Negro,380146762
Citroen,C13,2018,SEK509,Rojo,645225866
JMC,CPR 4.15,2020,KUB215,Blanco,210435858
Subaru,Legacy,2012,ZVE356,Azul,1060365311
Peugeot,Allure,2009,QEG820,Negro,605058336
Honda,CRV,2013,ELP515,Cafe,992845446
Hino,Dutro Pro,2013,COM940,Amarillo,943615137
Renault,Logan,2018,IEM359,Blanco,624718696
Renault,Sandero,2014,SER802,Gris,888139375
Toyota,Corolla,2019,LFU925,Verde,420228123
Toyota,Prado,2013,YKH690,Negro,164056274
Chevrolet,Tracker,2012,COM233,Rojo,1186991864
Chevrolet,Onix,2007,FID085,Blanco,632409646
Mazda,14,2019,LSU645,Azul,676921343
Kia,Seltos,2011,BFC667,Negro,253865095
Suzuki,Swift,2006,THR694,Cafe,833064677
Nissan,Tida,2019,LLJ089,Amarillo,1095633891
